customer_id,signup_date,region,channel,annual_spend_usd,avg_basket_items,visit_freq_month,discount_rate_pct,return_rate_pct,loyalty_score,satisfaction_score,avg_order_value_usd
C0640,"Nov 21, 2023",West,Store,"$2,902.27",10.71341474308873,6.81,5.5,5.2%,82.1625755514082,72.41790542599415,102.98 $
C0641,10/11/2023,West,App,"USD 3,262",18.24040836524817,9.32,11.8%,0.3,97.6299981882173,71.03130262496616,$61.12
C0642,"Feb 15, 2023",North,App,"$4,754.09",16.10560453937165,9.07,4.7,4.4,80.70011723399261,97.05548559055076,$126.87
C0643,27/12/2023,East,Store,"USD 2,617",9.644921241240013, 5.9 ,7.3,4.5,79.91317908744038,68.70652139525333,$68.60
C0644,09-29-2023,North,App,"USD 2,588",9.619412286330515,6.87,11.1,1.8,89.56334957254498,92.18387736691663,USD 105
C0645,"Jan 15, 2024",West,Store,"$1,410.53",8.580646902605169,1.66,16.4,9.9,64.50651067028898,62.22357662567816,$240.89
C0646,2024-09-22,West,Store,"$1,898.08",10.902009199736396,7.25,5.9,10.9%,90.17142529979768,80.95934717251455,75.06 $
C0647,2023-04-18,North,App,$741.24,5.3103548087653305,4.68,17.7,7.8,51.11161771780057,70.23158280976502,$32.92
C0648,2023-08-09,West,Web,$957.53,8.391415719755667,2.81,24.4,13.4%,67.32945195052787,65.01355655459984,$95.02
C0649,02/05/2023,West,Store,"$4,247.19",16.694905735528227,8.05,9.7%,2.7%,78.69555743887223,69.58966622907408,$131.33
C0650,2023-08-24,South,Web,"4,191.89 $",16.582102209618583,9.40,9.4%,2.1%,90.94269272173116,86.09690676606536,$127.06
C0651,2023-09-01,East,Store,"USD 4,418",17.004930326282068,8.39,6.0,4.4,87.18791549396087,85.9326948200273,$154.90
C0652,03-19-2024,North,Store,"$1,998.89",10.620637457916045,7.63,15.4,5.4,65.87641976937078,81.30911202722079,$91.37
C0653,"May 01, 2024",East,App,$686.41,4.543029600490922, 3.4 ,20.2,4.4,55.12902579230712,59.50055762466782,64.54 $
C0654,04/07/2023,West,Store,838.41 $,4.10247870927105, 3.7 ,13.9,9.8,32.048039419251296,59.81073964742251,$46.65
C0655,"Jul 19, 2023",North,Store,"$2,559.87",12.85559723719696, 6.8 ,8.0%,4.6%,73.07861580330851,88.6086164955247,$105.48
C0656,11/02/2024,East,Store,"$3,880.46",16.503009930192285,9.25,7.5%,2.1,93.66369450009934,94.27192876750611,USD 106
C0657,2024-07-18,West,Web,,7.198388005770635, 2.3 ,25.2%,5.3%,30.235699922582448,66.53461339275951,$63.57
C0658,2024/07/15,North,Store,"$4,019.12",18.110953116235603,7.83,0.4%,5.4%,93.12286200030228,88.5211287517889,USD 158
C0659,14/09/2023,South,Store,"USD 1,130",7.474853238911897,2.72,34.6,13.2,62.95680239351734,72.50122850528244,123.04 $
C0660,2023-07-29,West,Web,$545.93,5.421348312657168,1.43,10.5%,6.6,48.95669379133976,59.38853787212295,$79.36
C0574,11-27-2024,East,App,"$3,023.83",10.058930027612604,5.89,12.6,5.0,67.67547769914398,81.36988937074584,USD 101
C0519,2024-09-07,North,App,"$2,021.11",12.683929902474155,6.12,5.7,4.2%,77.80029097672043,76.07181816362944,$64.04
C0067,11/11/2024,East,Web,571.16 $,6.956769386167336,0.5,19.2,2.0%,44.961298201578316,71.27181481416066,552.94 $
C0495,"Aug 22, 2024",East,Web,,4.875021066669213,1.16,24.8%,13.1,52.764935220595106,66.16280087390342,$349.61
C0033,2023-04-17,East,App,"$1,592.30",9.387083278472023,,30.7,14.6,66.76491726429839,61.38505511382947,USD 299
C0430,2024-02-27,East,App,$542.28,3.445935555230901,2.41,18.7,4.8,34.916672536672266,56.52198609730506,$58.09
C0214,"Dec 11, 2024",East,App,"$1,547.27",6.661871991561306,3.41,22.8%,12.5%,56.19053665431998,55.908754838318785,130.92 $
C0506,10-10-2023,East,App,"$2,163.46",11.609338060485701,7.39,14.9,2.5%,79.91168225137068,94.44321079539313,$85.56
C0621,2024-03-03,East,Web,"USD 3,994",16.90668119863689,8.03,4.1,4.3,77.30332721750177,79.44614806391328,USD 142
